,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
51508,1975-06-01 23:00:00,escazu (costa rica),,,,300,about 5 minutes,I did not see a craft.  Neither did my mother&#44 I am speaking on her behalf. She does&#39t know much English.  What she saw one night in 19,7/29/2000,9.920695,-84.146152
51557,1977-06-01 13:00:00,malibu,,,fireball,10800,2-3 hours,The first 2 ships to show were joined by 2 others within about 10 minutes. They seemed to oselate colors from the lighter colors to the,05/12/2010,0,0.0
51585,1978-06-01 18:30:00,san pedro de macoris,,,circle,180,3 minutes,Three bright orange circles of light in the sky (forming a triangle),10/30/2006,18.45,-69.3
51608,1979-06-01 17:00:00,uk/england,,,circle,180,3 minutes,METALIC SPHERE,2/14/2008,52.355518,-1.17432
51619,1979-06-01 21:00:00,rhein-main air base (west germany),,,circle,172800,days,Bright lights doing 90 degree turns over Rhein Main Air Base,04/12/2013,50.035,8.57166
51627,1979-06-01 22:00:00,mitrovica (kosovo&#44 yugoslavia),,,sphere,120,1-2min,A shining silver sphere appeared,5/27/2003,42.891391,20.866
51633,1980-06-01 00:30:00,portugal,,,cigar,10,10 sec,from portugal.....red cigar upon douro river,7/16/2003,39.399835,-8.22491
51635,1980-06-01 01:00:00,panama,,,disk,300,5 min,It was around 1980.I woke up at about 1:00 a.m. and went to the kitchen. When I looked through the window&#44 I saw that thing hovering ve,8/28/2003,0,0.0
51668,1980-06-01 23:30:00,france (massif maures southern),,,light,300,5mins,vertically ascending bright light going on and off&#44that at 2 miles high remains on and shoots up int the stars very very very fast,01/03/2001,46.227638,2.213749
51686,1982-06-01 01:00:00,atlantic ocean,,,circle,300,5 min.,(6) six glowing green circles/discs below surface of mid- Atlantic observed by Navy Destroyer.,12/12/2011,-14.599413,-28.673147
51692,1982-06-01 16:00:00,quepos (costa rica),,,disk,3600,1hr,we wher driving on a small street ther wher no lights then we all look to are left and seen this brite red lights it lit the forest up,12/20/2000,9.431944,-84.161111
51712,1983-06-01 20:00:00,san salvador (el salvador),,,formation,1200,20 minutes or more,Flight formation of 20 or more bright white objects over San Salvador&#44 El Salvador.,10/30/2012,0,0.0
51743,1985-06-01 02:00:00,krivaj (a village near kutina) (croatia),,,fireball,300,5 min,Two fireballs  making manouvers around each other in the sky and then separate.,06/12/2002,44.127686,18.597199
51745,1985-06-01 10:00:00,seoul (south korea),,,other,180,3 minutes,Silver&#44 upside down T-shaped flying object hovering low slowly and quietly then flew away in about 3 minutes,11/28/2007,37.566535,126.977969
51748,1985-06-01 14:00:00,thailand,,,triangle,300,5min,Three U.S. Navy personel witness triangular shaped object in day time sky outside popular Thailand tourest area.,7/23/2003,15.870032,100.992541
51755,1985-06-01 20:00:00,east london (south africa),,,sphere,60,1 minute,The sphere looked as if it was going to hit the house&#33,01/05/2011,51.508515,-0.125487
51765,1985-06-01 23:00:00,republic of ireland,,,flash,900,15 minutes,fishin from a beach &#44 an object out on the water had a large light no sound repelling lead weights,11/03/2005,53.41291,-8.24389
51773,1986-06-01 11:00:00,norway,,,disk,3600,1:00hr,Ex Royal  Marine -I saw -I believe ?,02/01/2007,0,0.0
51809,1988-06-01 12:00:00,uk/england (lincolnshire),,,sphere,1200,20 min,strange couple of objects,2/14/2006,52.355518,-1.17432
51810,1988-06-01 13:05:00,boca de uchire (venezuela),,,sphere,20,20 seconds,Round silent mirror white/green object flying low over the river heading towards the sea.,11/28/2007,10.132131,-65.421181
51821,1988-06-01 22:00:00,peru,,,diamond,120,2 minutes,Three light blue/green objects&#44 diamond shaped&#44 triangle pattern over the Andes in Peru&#44 move extremely fast.  5 witnesses,03/08/2007,0,0.0
51854,1990-06-01 18:00:00,delhi,,,triangle,900,15 minutes,Saw triangle plane like object over my house standing it has disco lights all over its edges.no noise,01/12/2012,0,0.0
51869,1991-06-01 12:00:00,iraq,,,disk,4,4 seconds,Object  filmed by professional camera crew during first Gulf war,2/24/2007,33.223191,43.679291
51906,1993-06-01 00:00:00,brazil,,,unknown,600,10 minutes,USN OS (Operations Specialist) CV-64 tracks UFO off coast of Brazil Summer &#3993,01/10/2009,0,0.0
51909,1993-06-01 02:00:00,tehran (iran),,,flash,0,,I was asleep at my aunt&amp;#8217;s house in my cousin&amp;#8217;s room. I woke up 2:30am(1993) in the middle of the night without even precedi,4/28/2001,35.696111,51.423056
51920,1993-06-01 19:00:00,banja luka (bosnia),,,triangle,10,10 seconds,1993 in Bosnia&#44 triangle shaped craft with dim lights&#44 flew very low but it was completely silent.,11/28/2007,44.775529,17.214967
51954,1994-06-01 19:00:00,jamica (ochorios),,,light,0,past,light traveled and truned in less than 3 second from sky to sea,7/16/2006,18.109581,-77.297508
51959,1994-06-01 21:00:00,philippines,,,sphere,5,5 seconds,blue light flying sphere,01/11/2002,12.879721,121.774017
51961,1994-06-01 21:30:00,ensenada (baja calif.) (mexico),,,light,30,30 seconds,while scanning the stars&#44I was drawn to a perfect circle of stars or lights high in the sky. while exclaiming to my friend that this fo,2/16/2000,31.866743,-116.596371
51991,1995-06-01 19:00:00,trinidad city (trinidad),,,other,0,,it was a blue shaped arrow,12/02/2000,37.169463,-104.500541
52039,1996-06-01 22:00:00,panama (pacific coast),,,light,300,5 min,Lights playing chicken and racing around in the eastern Pacific 50 nautical miles or so west of Panama.,02/01/2007,0,0.0
52048,1997-06-01 01:00:00,cochabamba (bolivia),,,,240,4 minutes,Frozen by fear and a light so bright it enveloped the room yet eerily not blinding,4/27/2007,-17.383333,-66.166667
52067,1997-06-01 15:00:00,singapore,,,other,7200,around 2 hours,Star-Like Shaped Cruised From South To North,03/04/2003,1.352083,103.819836
52120,1998-06-01 21:45:00,persian gulf,,,light,30,30 secs.,Light going back and forth and left to right very smoothly across the sky.,3/21/2003,26.750534,51.683427
52132,1998-06-01 23:55:00,london uk/england),,,other,0,?,Space Napped,08/01/2003,51.508515,-0.125487
52150,1999-06-01 13:00:00,bahamas,,,cylinder,30,30 seconds,Seen at Bahamas at approx 1:00 pm. Checked out of my hotel but my flight was scheduled to leave at 8:00 pm so I left most of my video t,05/02/2003,25.03428,-77.39628
52177,1999-06-01 23:00:00,belfast (northern ireland),,,triangle,300,5 minutes,Three white lights in a triangler shape&#44moving at high speed across the nite sky,02/04/2013,0,0.0
52252,2004-06-01 22:00:00,portugal,,,light,180,3 mn,bright light over all portugal,06/04/2004,39.399835,-8.22491
52254,2004-06-01 23:00:00,portugal,,,circle,3600,about an hour,20 People saw a UFO for 500 km in Portugal,06/04/2004,39.399835,-8.22491
52255,2004-06-01 23:00:00,portugal,,,fireball,2700,45 minutes,An imense light crossed Portugal during 45 minutes&#44 making no sound&#44 thousands saw it  &#33,6/18/2004,39.399835,-8.22491
52256,2004-06-01 23:15:00,portugal,,,light,600,10 minutes,Bright white light moving at light speed with comet like tail&#44 leaving cone shaped trail at source.,06/04/2004,39.399835,-8.22491
52257,2004-06-01 23:20:00,portugal,,,cone,420,00:07 minutes,It was around 23:15hrs I was observing the the sky&#44when sudently I saw what appear to be a comet with a long very bright conical tail.I,06/04/2004,39.399835,-8.22491
52258,2004-06-01 23:45:00,portugal,,,,0,,Portuguese air force on alert over UFO sighting,06/04/2004,39.399835,-8.22491
52304,2008-06-01 00:30:00,wakeman,,,light,3600,1hr,light that sits stationary and moves erraticlly.  ((NUFORC Note:  Probably a star or planet&#44 we suspect.  PD)),06/12/2008,41.254496,-82.399611
52563,2009-06-12 22:13:00,darmstadt (germanu),,,light,0,3&#39,A yellow light decends into the sky,08/05/2009,49.872825,8.651193
52582,2011-06-12 21:00:00,doha,,,unknown,120,1 to 2 minutes,All three have the conical shape leaving a burning yellow trail...,3/13/2012,25.286667,51.533333
52591,2012-06-12 01:00:00,kuiper crater  (mars),,,other,60,1 minute,Photo found at NASA site&#44 search Planet Mercury&#44 Spaceship leaving bright platform&#44 heading north.,6/20/2012,0,0.0
52660,2001-06-13 00:00:00,romania,,,disk,240,3-4 minutes,I saw a Strange Ship Go Down&#33,9/29/2004,45.943161,24.96676
52678,2002-06-13 22:30:00,polonnaruwa (sri lanka),,,oval,900,10-15 miniutes,Big crowed seen 2 ufo&#39s various plases in Polonnaruwa- Sri Lanka.,07/01/2002,7.932636,81.003682
52704,2004-06-13 20:30:00,la ceja (antioquia) (colombia),,,light,180,3 minutes,it was a clear night when&#44 we saw a red light in the azimut moving from the north to the south,6/18/2004,6.030556,-75.431667
52726,2006-06-13 21:43:00,norwich,,,flash,4,3-4 seconds,Array of flashing lights coming from object in the night sky...,10/30/2006,0,0.0
52861,1999-06-14 21:00:00,22degrees01 north  55degrees40 north&#44 none,,,other,1200,20 min,Radar blip 010 degrees relative dead in water&#44 then followed us at 6knots remaining 10 miles off and never closing then after 20 minute,08/05/2001,0,0.0
52863,1999-06-14 22:30:00,san felipe (baja) (mexico) (mexico),,,light,900,15min,Two lights darting in a zig zag patern. Another flashing craft moving with other lights.,08/10/1999,10.340556,-68.736944
52869,2000-06-14 21:30:00,philippines,,,circle,3600,1 hour,four white lights&#44 almond shaped revolving around a big invisible cirle&#44 crossing the center&#44 our cellphones were misfunctioning.,6/21/2000,12.879721,121.774017
53042,1941-06-15 01:00:00,panama,,,other,60,1 minute,Alien encounter.,4/16/2005,0,0.0
53043,1945-06-15 22:00:00,south pacific,,,disk,0,2 nights,FLYING DISK IN US HANGAR &#44 SOUTH PACIFIC WWII,8/28/2003,29.843009,-95.177873
53074,1956-06-15 21:00:00,guantanamo bay navy base,,,circle,600,10 min.,Possible re-con by an low flying object with lit row of lights slowly traversing a navy runway then zipped away.,4/27/2004,0,0.0
53079,1958-06-15 03:00:00,waterford (village) (uk/england),,,disk,300,5 minutes,06/15/58  Waterford. England.UK  Saucer. 5mins    Moved from one side of wilndow view (house side) to opposite side. 04/30/09,05/12/2009,0,0.0
53090,1959-06-15 11:15:00,pr&iacute;ncipe (havana) (cuba),,,disk,60,less than minute,42 years ago and I don&#39t remember about the detalis below; maybe some were present.,10/12/2001,1.613938,7.405693
53172,1968-06-15 02:30:00,uss kity hawk air craft carrier (off viet nam),,,light,600,10 min,The craft had hovering and speed capabilities way beyond anthing that I have ever seen.,03/04/2003,0,0.0
53196,1969-06-15 19:30:00,alajuelita (san jos&eacute;) (costa rica),,,formation,600,five hour,June 69: I was student of secondary. Past the 7:00 PM with my family saw a triangular formation of some 6-8 objects that emitted light,4/22/2003,0,0.0
53263,1975-06-15 02:00:00,caribbean sea (venezuela),,,unknown,1200,20 minutes,Moving black mass at sea level in the Caribbean.,3/17/2004,14.540111,-74.967637
53268,1975-06-15 11:00:00,china (northern location),,,rectangle,4,3-4 seconds,It was about in 1975/1974&#44 when I was 6 or 7 years old. I lived in a plain(no mountain) in the north part of China. I can&#39t remember th,5/13/2003,0,0.0
53308,1976-06-15 22:00:00,vit&oacute;ria (capital city of esp&iacute;rito santo state) (brazil),,,,600,10minutes,A BIG YELLOW BRILLIANT BALL FOLLOWED BY MANY OTHERS COLORFULL SMALL LIGHTS IN V FORMATION FLIGHT,8/16/2002,-20.297618,-40.295777
53318,1977-06-15 03:00:00,u.s.navy-uss glover agff-1-burmuda triangle&#44 fl,,,circle,1200,20 min.appx.,I was on watch above the bridge port side when a bright red&#44orange-round object came out of the sky &amp; approached our ship.The starboard,10/02/1999,30.438156,-87.222524
53340,1978-06-15 10:00:00,jarabacoa (dominican republic),,,cigar,300,5 mins,Cigar UFO sighting Dominican Republic 1978,11/28/2007,19.116667,-70.633333
53357,1979-06-15 02:00:00,morocco,,,unknown,300,5 min,Northern Africa 1979 3 objects seen in the sky,10/31/2003,0,0.0
53438,1984-06-15 21:00:00,hamadan (iran),,,circle,0,,This is not something that i have seen lately&#44 but what i saw was so imposible that i have never talked about it before. I was spending,12/16/2005,34.8,48.516667
53462,1986-06-15 19:00:00,chard town&#44 somerset,,,formation,7200,2 hours,Lights scanning our town,3/19/2002,50.869792,-2.963316
53572,1995-06-15 17:00:00,chesterfield&#44 derbyshire&#44 england,,,circle,0,a fraction of a second,At first I thought the craft was shaped like a Big Mac. I thought&#44 Great&#33 Everyone else saw craft in the shape of a suacer and I see on,1/28/1999,0,0.0
53630,1997-06-15 14:00:00,tuzla (bosnia-herzegovina),,,sphere,20,20 seconds,shiny silver object&#44 spherical at a standstill and vertical speeds that boggle the mind.,01/10/2009,0,0.0
53664,1998-06-15 04:15:00,groningen (winschoten - groningen highway) (netherlands),,,sphere,900,15 minutes,My sister was driving with four people to home(it was morning). Than they saw that something was following them a whole time in the sky,11/21/1998,53.219384,6.566502
53726,2000-06-15 20:00:00,havana,,,fireball,120,1-2 minues,In 2000&#44 while going on a truck at night&#44 from Havana to Guanabacoa town&#44 I saw a foo-fighter. In the same direction paralel to the coa,03/04/2003,0,0.0
53733,2000-06-15 23:00:00,romania,,,disk,8,8 seconds,A round disk with a green colour all around it and a red one under.,12/14/2006,45.943161,24.96676
53764,2002-06-15 00:30:00,kaduruwela (sri lanka),,,disk,300,5min,Some thing is Cerculing around Sri Lanka for the past 3 weeks and Reports comming from all round Sri lanka&#33,07/01/2002,7.930835,81.045104
53822,2003-06-15 23:00:00,puerto rico (southeast coast),,,other,5,5 seconds,HBCCUFO CANADIAN REPORT:  3 ruby-red lights&#44 bright and distinctly visible.,7/16/2003,18.220833,-66.590149
53875,2005-06-15 22:00:00,bahamas,,,oval,600,10 min,Cruise Ship witnesses,09/02/2005,25.03428,-77.39628
53926,2007-06-15 22:30:00,south central iraq,,,cone,1800,app. 30 minutes,Report from U. S. serviceman:  Strange object/funnel cloud with two steady lights moving over south central Iraq.,08/07/2007,14.48107,121.030995
54085,2001-06-16 23:30:00,dublin (republic of ireland),,,disk,30,30seconds,myself and my dad were driving home from our local cinema when we stopped at the traffic lights we could not believe our eyes for less,08/05/2001,0,0.0
54099,2003-06-16 17:00:00,armidale (australi),,,disk,1200,20 minutes,A Disk/cigar shaped object &#44100m in lenght &#44 bright orange to silver in colour&#44 splits into 2 craft then reforms as one.,08/11/2004,-30.514342,151.666964
54186,2011-06-16 22:45:00,sarajevo (bosnia),,,light,30,20-30 sec.,After 5 seconds of standing still it slowly started to move towards East&#44 at the same time&#44 losing intensity.,6/27/2011,43.856259,18.413076
54321,2004-06-17 19:45:00,bavaro (dominican republic),,,light,10,10 seconds,June 17 2004&#44 Bavaro&#44 Dominican Republic. Bright light in sky which stops and changes direction.,07/08/2004,18.698384,-68.451145
54360,2007-06-17 23:45:00,florida (gulf of mexico),,,oval,300,5 minutes,Four ovals in a diamond formation flew parallel to our cruise ship&#44 moving closer then away&#44 leaving close off stern.,08/07/2007,0,0.0
54528,2005-06-18 00:50:00,fair oak (eastleigh) (uk/england),,,,0,, ((NUFORC Note:  Probable flare from Iridium satellite #62.  PD))  Hampshire UK sighting&#44 multiple witnesses desire no contact.,6/20/2005,50.965896,-1.298133
54552,2006-06-18 21:15:00,british virgin islands,,,diamond,900,15 min,Golden diamoned shaped object followed car in British Virgin Islands,12/07/2006,18.420695,-64.639968
54622,2011-06-18 23:00:00,singapore,,,light,1800,30  mins,Light in the sky not moving but changing colour from blue to red to white...colour sequence chnged but craft did not move. Moved away b,6/20/2011,1.352083,103.819836
54639,2012-06-18 22:20:00,mellieha,,,fireball,300,5 minutes,Brilliant Amber &amp; Glod Fireballs Seen Over Mellieha&#44 Malta (Mediterranean) 18th&#4419th &amp; 20th June 2012.,08/05/2012,35.956389,14.366389
54657,1965-06-19 00:00:00,western pacific,,,unknown,120,1-2 minutes,high speed ufo spotted and tracked on U.S. Navy radar,4/16/2005,38.482702,-90.761284
54677,1997-06-19 00:00:00,jamaica (st. andrews parish),,,other,3600,atleats an hour,i still remember it like yesterday,12/19/2003,0,0.0
54705,2001-06-19 22:25:00,bermuda,,,circle,5,4-5 seconds,interesting yellow circular object seen high up.,08/05/2001,32.3078,-64.7505
